country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,9.40,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,10.40,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,12.20,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,17.10,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,24.40,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,50.00,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,3.90,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,4.80,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,6.60,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,7.80,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,8.30,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,8.70,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,9.50,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,11.10,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,12.10,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,13.70,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,30.80,Total,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,57.10,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,31.60,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,37.10,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,41.20,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,41.60,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,41.60,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,44.80,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,47.80,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,51.40,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,54.20,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,58.10,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,64.70,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,62.90,Female,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,14.30,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,17.30,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,20.30,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,23.30,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,26.20,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,32.50,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,39.60,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,45.20,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,48.00,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,52.00,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,59.00,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,60.30,Male,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,21.80,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,25.90,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,29.30,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,31.20,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,32.90,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,38.00,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,43.10,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,47.90,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,50.70,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,54.60,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,61.60,Total,,%,,,,10 to 19 years old
United Kingdom,GB,GBR,826,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,61.40,Total,,%,,,,10 to 19 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,15,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,15,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,26,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,31,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,34,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,41,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,43,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,46,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,51,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,57,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,61,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,61,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,63,Total,Units,%,Estimated value,Free,,Under 15 years old
"Tanzania, United Republic of",TZ,TZA,834,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,66,Total,Units,%,Estimated value,Free,,Under 15 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,24.20,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,30.20,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,41.50,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,46.30,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,53.50,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,60.90,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,67.20,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,71.90,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,74.00,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,76.40,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,79.40,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,79.00,Female,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,13.10,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,15.20,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,26.20,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,26.10,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,30.30,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,36.30,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,42.50,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,47.80,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,50.10,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,51.90,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,54.30,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,52.90,Male,,%,,,,10 to 19 years old
United States,US,USA,840,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,16.10,Total,,%,,,,10 to 19 years old
